cluster_lat,cluster_lon,hhsize,con_norm_day,cons_pc
-15.65929,35.6434,72,130.5058734208812,1.8125815752900165
-15.656258,34.568301,60,128.13340987282126,2.135556831213688
-15.647325,35.458836,78,160.55455660471168,2.0583917513424574
-15.635692,35.306659,60,125.90349449965453,2.0983915749942423
-15.634718,35.531409,65,75.74107743199991,1.165247345107691
-15.627924,35.672782,67,58.5344472019417,0.8736484657006224
-15.626989,34.488763,65,105.25906279653937,1.6193701968698364
-15.621626,35.443322,85,159.93471097037576,1.8815848349455973
-15.621164,35.013099,54,308.25098832393303,5.708351635628389
-15.619836,35.052294,47,204.4765315261003,4.3505645005553255
-15.615004,35.226737,71,118.85620967017026,1.674031122115074
-15.612678,35.195643,68,107.22402654242481,1.5768239197415412
-15.609782,35.04466,65,179.69560897668913,2.764547830410602
-15.607846,34.525082,72,243.36214936180818,3.3800298522473358
-15.598949,34.517429,67,112.58232995630459,1.6803332829299193
-15.596914,34.520456,59,118.80099577700585,2.013576199610269
-15.596167,34.510841,72,302.3855562599255,4.199799392498965
-15.595224,34.525479,76,94.09128246073442,1.2380431902728213
-15.583395,35.424766,55,97.26977771476787,1.7685414129957795
-15.582173,35.835835,68,73.44099755695817,1.080014669955267
-15.580107,34.486228,62,338.1937600480409,5.454738065290981
-15.57871,35.603459,71,102.37807732492266,1.4419447510552488
-15.578415,34.465043,64,79.81737273882078,1.2471464490440747
-15.575781,35.068538,53,105.33584233824111,1.9874687233630397
-15.574928,35.124925,49,64.82458604968105,1.3229507357077763
-15.572013,35.303079,80,125.10900865075286,1.5638626081344107
-15.569237,35.083289,74,120.08006673993586,1.6227036045937278
-15.568044,34.692717,65,175.10330594789272,2.693897014582965
-15.567784,34.519127,65,176.17537250722327,2.7103903462649734
-15.559279,34.885134,62,151.72259484580303,2.44713862654521
-15.558742,35.010733,57,93.13747176171863,1.6339907326617302
-15.556942,35.1832,64,90.52648272701427,1.414476292609598
-15.553168,35.64588,77,114.76537585800259,1.4904594267273064
-15.549261,35.225079,72,139.35336161914802,1.9354633558215002
-15.548224,34.626974,56,160.91215529498254,2.8734313445532598
-15.545205,35.823627,77,101.36506896742267,1.3164294671093855
-15.543872,34.726405,69,162.8843182668052,2.3606422937218143
-15.538003,35.626395,66,77.86679610525299,1.1797999409886817
-15.535664,34.4567,81,217.49938893715077,2.685177641199392
-15.526099,35.589777,57,83.77143697440955,1.4696743328843782
-15.525747,34.909696,57,121.49718685889728,2.131529594015742
-15.522797,34.457348,85,130.76255304047814,1.5383829769468016
-15.50833,35.782588,67,80.74952886330183,1.2052168487059975
-15.50056,34.501325,74,136.4875562330607,1.8444264355819013
-15.494491,34.674153,66,110.13011978200551,1.6686381785152349
-15.483505,34.505184,66,154.62838987493606,2.3428543920444858
-15.481217,34.800231,52,160.26939540061852,3.0821037577042025
-15.473915,35.311902,56,101.87844631011939,1.8192579698235605
-15.471926,35.227714,79,121.06506698916738,1.5324692023945237
-15.465583,35.635228,82,184.04085191089595,2.2444006330597066
-15.465189,34.607883,45,93.90992932806292,2.086887318401398
-15.464192,35.012816,71,131.41208125762418,1.8508743839101998
-15.463536,34.608811,84,140.97590954544629,1.6782846374457892
-15.455463,34.486459,70,131.58591328009945,1.879798761144278
-15.452825,34.947099,70,178.57892882138765,2.551127554591252
-15.451516,34.464556,73,126.45568754286751,1.732269692368048
-15.442607,35.295281,70,97.25784193609667,1.389397741944238
-15.432665,35.552417,72,115.66086741577026,1.6064009363301424
-15.431764,35.003062,67,115.6146885630934,1.7255923666133341
-15.429797,35.306298,77,342.13660011187727,4.443332468985419
-15.427582,34.825967,62,176.8685230043558,2.8527181129734807
-15.420275,35.394941,73,137.31132350308621,1.8809770342888523
-15.419415,35.140775,63,92.72565248366372,1.471835753708948
-15.413797,35.301432,66,258.2347437126495,3.912647632009841
-15.411713,35.321174,73,425.396815254064,5.827353633617315
-15.411171,35.327691,74,354.9404089185797,4.796492012413239
-15.410241,34.51808,62,119.1369577973052,1.9215638354404065
-15.409414,35.319507,61,325.58577364837896,5.337471699153753
-15.407636,35.318259,57,224.89771719842636,3.9455739859373047
-15.40761,35.335927,60,264.58915099012074,4.409819183168679
-15.403323,34.682855,77,128.31682809792233,1.6664523129600302
-15.403134,35.314459,69,681.3550631813044,9.874711060598615
-15.401425,35.336762,68,139.36266204505063,2.049450912427215
-15.400676,34.777934,71,182.28165755162595,2.5673472894595206
-15.399591,35.352221,57,157.45654494863413,2.7623955254146337
-15.399216,35.333275,74,350.8275664194044,4.740913059721681
-15.3991,35.339457,66,177.04199315571412,2.682454441753244
-15.397766,34.772403,68,128.0984479306017,1.8838007048617897
-15.397163,34.544338,88,176.12659928333366,2.0014386282197005
-15.395239,34.714624,73,121.21149886276581,1.6604314912707645
-15.39032,35.315213,51,530.1965472235481,10.396010729873492
-15.389976,35.363563,77,245.6004250718379,3.1896159100238686
-15.389475,35.35048,80,287.4864772802074,3.5935809660025924
-15.388462,35.344203,81,387.5520819871755,4.784593604779944
-15.388404,35.198928,80,140.80554066337982,1.7600692582922477
-15.38839,35.467089,57,84.512450347861,1.4826745675063335
-15.388311,35.349786,85,347.31142770764427,4.0860167965605205
-15.388281,35.3203,58,525.7581731068559,9.06479608804924
-15.385744,35.347682,78,619.929044136324,7.947808258158
-15.385096,35.299773,64,151.85491712781396,2.372733080122093
-15.383488,35.354055,63,221.83193156783625,3.5211417709180357
-15.37754,35.306335,68,174.80355272370264,2.570640481230921
-15.374401,35.365113,73,359.44725127872005,4.923934949023562
-15.369294,35.346946,72,183.22177742689433,2.5447469087068657
-15.364113,34.670693,90,223.72175543213308,2.4857972825792563
-15.363697,35.333184,50,643.534111551063,12.87068223102126
-15.361921,35.265958,51,109.87334367670668,2.1543792877785624
-15.35411,34.803532,62,96.25995716528207,1.552579954278743
-15.349341,34.850334,76,140.85915826526204,1.8534099771745005
-15.347351,34.925195,75,144.15461487968835,1.922061531729178
-15.338709,35.394991,70,184.154265382614,2.6307752197516288
-15.333546,34.911879,55,146.67071450379754,2.66674026370541
-15.332283,34.714505,56,109.49202442424337,1.9552147218614888
-15.331859,35.457338,63,113.93007804925375,1.808413937289742
-15.289466,35.201186,75,97.38646374276608,1.298486183236881
-15.282556,34.70229,72,130.5614597289609,1.8133536073466792
-15.276547,34.623749,79,134.01130062821622,1.6963455775723573
-15.268513,35.49244,67,116.30813607703604,1.7359423295080005
-15.256486,35.065353,57,115.95392214497497,2.0342793358767537
-15.253792,35.256139,79,148.94323448147048,1.8853573984996264
-15.241005,35.404114,62,131.21998359655535,2.116451348331538
-15.238564,34.984646,74,118.08855609708151,1.5957912986092095
-15.226151,34.905952,72,139.696100914511,1.9402236238126527
-15.22401,35.203621,75,112.55115671913538,1.5006820895884716
-15.215737,34.602905,78,235.27264328838933,3.016315939594735
-15.204413,35.502387,60,136.97357759146988,2.2828929598578314
-15.191919,34.967449,60,81.6021445624303,1.3600357427071716
-15.187795,34.828257,53,131.61743108064115,2.4833477562385124
-15.185392,34.628305,80,142.15263921856274,1.7769079902320342
-15.182804,35.418041,75,101.09379175742026,1.3479172234322703
-15.173661,35.031449,90,145.0616705969703,1.6117963399663364
-15.12574,35.513325,66,111.2157613822412,1.6850872936703212
-15.101544,35.145211,62,112.95512385151379,1.8218568363147385
-15.061635,35.098917,54,98.80425906270105,1.8297085011611305
-15.061575,35.300281,61,97.7922587321112,1.603151782493626
-15.055065,34.919847,76,155.00269571104067,2.03950915409264
-15.049572,34.64151,77,145.62360233000598,1.8912156146754024
-15.042153,35.22694,76,146.1371963179178,1.9228578462883923
-15.035595,35.513982,77,91.21259911807056,1.1845792093255916
-15.028036,35.152533,74,130.56422658079947,1.764381440281074
-15.00473,35.163219,73,107.66819120972205,1.4749067289003022
-14.999638,34.954637,52,144.88385659963157,2.7862280115313762
-14.992769,34.93994,54,121.95444612798622,2.258415669036782
-14.992631,34.928059,73,122.66023684888346,1.6802772171079925
-14.98695,34.77652,40,112.25924688727974,2.8064811721819938
-14.986768,35.462909,89,106.39154989602304,1.1954106729890228
-14.983696,34.743399,74,121.95286853702562,1.6480117369868328
-14.976762,34.943929,61,214.86333351391744,3.5223497297363515
-14.966727,35.676864,70,99.62872898736374,1.4232675569623392
-14.965719,35.616284,65,98.34295276550223,1.5129685040846497
-14.958294,35.520117,68,103.62418916997055,1.523885134852508
-14.948131,35.214956,63,118.495704273528,1.880884194817905
-14.944016,35.144464,77,92.75562432463988,1.2046184977225958
-14.931677,35.03003,66,92.90960038542715,1.4077212179610175
-14.924294,35.85383,74,90.6027945617364,1.2243620886721136
-14.918698,34.586335,65,133.5166604109449,2.0541024678606905
-14.914055,34.931088,85,127.60845454430867,1.5012759358153962
-14.903672,35.085979,69,147.70574547407656,2.140662977885168
-14.899499,35.145843,53,103.32467089343803,1.9495220923290193
-14.898374,34.879442,61,82.0970123665943,1.3458526617474476
-14.885393,34.740982,76,150.64940567035768,1.9822290219783905
-14.869095,35.227445,73,115.3701778793689,1.580413395607793
-14.863595,35.680037,74,120.84266883891725,1.6330090383637466
-14.863205,34.934255,76,115.68495323105272,1.5221704372506937
-14.860188,35.551947,72,88.9296135253076,1.2351335211848278
-14.846656,34.70755,72,188.83096296279558,2.622652263372161
-14.846312,35.23287,64,88.18504132150383,1.3778912706484974
-14.846169,35.50009,76,136.95715592394995,1.8020678411046047
-14.835844,35.565399,81,117.59403365204837,1.451778193235165
-14.812365,35.755902,74,124.48816981050638,1.6822725650068429
-14.810918,34.85051,80,125.86340419317551,1.573292552414694
-14.803485,35.049652,57,108.8484554425607,1.9096220253080824
-14.791922,35.433471,74,118.88470518043789,1.6065500700059174
-14.790572,34.845684,64,100.17388712874212,1.5652169863865957
-14.790041,35.6293,63,100.46827813518293,1.5947345735743321
-14.785029,35.057611,60,92.58371346179972,1.5430618910299954
-14.780085,34.657889,61,267.7558208769563,4.3894396865074805
-14.776339,35.539435,71,91.06659038898324,1.2826280336476512
-14.755818,35.232287,76,135.1528939885612,1.7783275524810684
-14.752119,35.681512,81,111.59427817267907,1.3777071379343095
-14.718437,34.69204,55,135.28603470805155,2.459746085600937
-14.717821,35.800871,77,93.63541338151089,1.2160443296300114
-14.698152,35.455542,77,106.0701629859553,1.3775345842331859
-14.687752,35.569097,75,95.92365436146248,1.278982058152833
-14.683761,34.915074,50,74.20205717781685,1.484041143556337
-14.677658,34.700061,62,72.66284395223006,1.171981354068227
-14.671041,34.774422,87,180.12884449964815,2.070446488501703
-14.663388,34.546576,73,170.3414596363346,2.333444652552529
-14.662478,35.026911,73,113.63887385612918,1.556696902138756
-14.659798,34.677474,53,93.40862005886575,1.7624267935635047
-14.646637,34.832473,69,115.39113338017911,1.6723352663794073
-14.641939,34.583085,78,112.3448239355968,1.4403182555845744
-14.616051,35.313813,49,75.91463929450993,1.549278352949182
-14.60574,35.734273,83,125.20242779829704,1.5084629855216511
-14.58168,34.637007,47,96.25487465659845,2.047976056523371
-14.575176,35.55658,70,143.19862778154155,2.0456946825934508
-14.544524,34.533248,70,107.17121404906939,1.5310173435581342
-14.531922,34.702913,73,133.3936994303516,1.8273109511007068
-14.503987,35.326367,65,96.7719862943672,1.4887997891441107
-14.481431,35.608492,55,80.66489717592358,1.4666344941077016
-14.47413,35.197807,77,120.41041926057369,1.5637716787087492
-14.465717,35.229392,63,200.2483703107392,3.178545560487924
-14.453137,35.262859,56,121.75251488290958,2.174152051480528
-14.421902,34.955581,73,85.05793415335066,1.1651771801828856
-14.415021,34.737562,69,107.84711787619604,1.5630017083506673
-14.414164,34.003808,52,74.94260095436256,1.4412038645069722
-14.41125,35.595181,66,124.33762028524309,1.8839033376551984
-14.410488,34.132618,66,143.61895610380407,2.1760447894515766
-14.402079,33.945271,70,119.93740397583798,1.7133914853691141
-14.393188,33.934806,69,120.22015403208218,1.7423210729287273
-14.386206,34.308217,52,130.7809895681808,2.515019030157323
-14.37646,34.469011,74,147.00977480929492,1.9866185785039854
-14.367123,34.192129,60,100.36546336914162,1.6727577228190271
-14.347362,34.137668,62,125.68643509228188,2.0272005660045465
-14.347177,35.46094,59,94.77837186533273,1.6064130824632665
-14.344464,34.009088,80,112.21443872838833,1.4026804841048541
-14.334623,34.798593,53,123.38616503099067,2.3280408496413334
-14.31495,33.981149,52,132.83479754729447,2.5545153374479708
-14.309332,33.77418,51,106.83026938776135,2.0947111644659087
-14.299366,34.095169,67,269.3246302461007,4.01977060068807
-14.298119,34.261228,76,183.36433873180056,2.4126886675236916
-14.297704,34.70574,80,129.81113836990235,1.6226392296237795
-14.272959,35.256432,72,98.85361756686885,1.3729669106509563
-14.265231,33.80856,74,185.17144052985793,2.502316763916999
-14.263875,34.51864,71,86.20272168777676,1.214122840672912
-14.260532,33.774799,58,137.06611235306005,2.363208833673449
-14.252291,33.724729,66,94.11236229878932,1.4259448833149897
-14.23632,33.797774,68,162.695763719861,2.392584760586191
-14.230789,34.513181,91,160.6260543002591,1.7651214758270233
-14.219633,35.025718,57,103.54058639815955,1.816501515757185
-14.213324,35.407836,62,93.93099225625254,1.5150160041331053
-14.200352,34.103045,57,115.48881192384708,2.0261195074359137
-14.193944,34.379958,69,145.092008884674,2.102782737459043
-14.185037,33.870781,79,171.49945337766323,2.1708791566792813
-14.167398,33.967162,82,178.50712296841297,2.176916133761134
-14.166801,34.19226,66,123.68207673166889,1.8739708595707407
-14.157104,33.551782,67,84.54485561792038,1.2618635166853787
-14.156098,33.857402,69,120.41599931717568,1.7451594103938504
-14.147413,34.072092,62,98.20042030683679,1.5838777468844643
-14.142451,33.763861,67,112.39572422159873,1.6775481227104287
-14.14077,34.056561,70,148.57349391111163,2.1224784844444518
-14.128157,33.377554,83,275.91760687639635,3.3243085165830886
-14.127521,33.662751,70,113.96528438876145,1.6280754912680206
-14.123186,33.59488,68,94.72677489288138,1.3930408072482556
-14.112681,34.870719,64,100.99515412598167,1.5780492832184636
-14.111488,34.512174,71,110.74510671469822,1.5597902354182849
-14.101096,33.807346,80,184.53909512310892,2.3067386890388617
-14.100373,34.916601,63,171.76121013457484,2.7263684148345213
-14.100208,34.235927,77,110.02190032461212,1.4288558483715859
-14.096687,33.960052,59,116.87807492968999,1.980984320842203
-14.095697,34.168091,75,96.62691914636645,1.2883589219515525
-14.087961,33.325564,68,125.49016785631483,1.8454436449458063
-14.082816,34.905699,73,2088.454653009246,28.60896784944173
-14.079133,34.532966,63,106.82817773689632,1.6956853609031162
-14.074178,35.196788,77,148.59287042838412,1.9297775380309625
-14.055466,34.244042,84,125.33285458388013,1.4920577926652396
-14.046295,33.798679,56,124.23432647266546,2.2184701155833118
-14.038697,34.511056,92,175.61521392276663,1.9088610208996373
-14.03793,33.805057,62,304.91156983963754,4.9179285458006055
-14.036065,33.682929,73,128.7017879449101,1.7630381910261659
-14.029786,33.712149,95,280.81893729525933,2.955988813634309
-14.027634,34.036002,72,128.82769979646412,1.7892736082842238
-14.02546,33.790943,75,391.62250698453033,5.2216334264604045
-14.023146,33.749996,86,718.7680931579678,8.357768525092649
-14.022649,33.81761,82,257.62412191247347,3.141757584298457
-14.020513,33.594596,73,197.06606039003876,2.6995350738361474
-14.018558,33.809094,68,486.0211475332191,7.147369816664987
-14.016298,33.806101,79,300.75666355323557,3.8070463740915894
-14.012712,33.737374,92,313.5115859394208,3.407734629776313
-14.012397,33.802123,62,411.5467554830616,6.63785089488809
-14.008755,33.728111,72,246.68955169583748,3.4262437735532982
-14.007835,33.70938,75,298.0313773571477,3.9737516980953025
-14.005091,34.196053,61,96.31203517366568,1.5788858225191094
-14.005029,33.794591,68,367.7097042923716,5.407495651358406
-14.004444,33.469742,59,105.51985409961341,1.7884721033832782
-14.003753,33.805576,75,428.56244548259434,5.714165939767924
-14.002539,33.846601,66,276.80690862771405,4.194044070116879
-14.001754,33.785388,70,260.1658954866241,3.716655649808916
-13.998383,33.808134,62,312.1694618687233,5.03499132046328
-13.996385,33.708036,63,155.96158215479397,2.4755806691237137
-13.989487,34.507137,65,97.75466332704917,1.503917897339218
-13.987618,33.471434,59,120.47434253011437,2.0419380089849892
-13.983474,33.798561,81,368.38662330823365,4.547983003805354
-13.982346,33.806385,50,303.21049309580945,6.064209861916189
-13.98172,33.97522,74,113.91569610936547,1.539401298775209
-13.981202,33.811192,82,295.05579252886025,3.598241372303174
-13.981185,33.794726,83,438.1126312889898,5.278465437216744
-13.97756,33.263427,86,202.38507761126834,2.353314855944981
-13.959151,33.741979,91,278.9172355437124,3.0650245664144222
-13.956877,33.740034,50,243.3828442517535,4.86765688503507
-13.956563,33.771997,60,726.0649904770005,12.101083174616674
-13.950627,34.08006,68,113.46325913597448,1.6685773402349189
-13.94947,33.081072,64,117.27290576132877,1.832389152520762
-13.947389,33.823267,68,254.6966482371151,3.7455389446634575
-13.946321,33.186604,67,114.68471361229354,1.7117121434670677
-13.943037,33.434141,66,99.90015202008672,1.513638666971011
-13.941496,33.820622,72,172.32691316544657,2.3934293495200913
-13.937334,33.768276,68,196.01706704346992,2.8826039271098516
-13.935473,33.443104,75,159.94599840491827,2.132613312065577
-13.930634,34.533073,71,104.08279764736905,1.4659548964418176
-13.920888,32.966397,77,173.51521595035894,2.2534443629916745
-13.920552,33.765325,65,201.14658077590389,3.094562781167752
