cluster_lat,cluster_lon,cons_pc,nightlights,feat_index,predicted,predicted_log,LogInverse
-17.09515,35.217213,1.4232389568598511,0.025205849,0,1.777157004648815,0.49403511397020794,1.6389161086347979
-17.092351,35.114643,1.266203746249409,0.0,1,1.3198163166917358,0.2560083998042324,1.2917635784553063
-17.016698,35.079629,1.5668695499958205,0.0,2,1.082285331259665,0.36862352065318815,1.44574320874556
-16.977243,35.205706,1.6692451673227902,0.008265777,3,2.1797387803515673,0.5797287918519227,1.785554108253947
-16.956385,35.168967,1.0898906123650858,0.0022951383,4,1.792112823177297,0.535162383391245,1.7077255260026925
-16.954723,35.215598,1.3876525244449165,0.10357858,5,2.458204880902772,0.6556457160602153,1.92638601424778
-16.939071,35.24181,1.155585635161294,0.15222566,6,2.8022647882007,0.733365052235376,2.082075124167999
-16.914725,35.265168,3.881743672123452,0.1594745,7,2.251438086534465,0.6561242819551427,1.9273081375254408
-16.826165,35.269503,1.1286411608692903,0.0012319379,8,1.863572967514229,0.44421342855193063,1.5592632414065515
-16.750418,35.257341,1.63297809519215,0.013611712,9,1.6343866874649726,0.3736263422461551,1.4529941264889588
-16.738025,34.927118,1.1762833720368984,0.0,10,2.1145166186795685,0.5064203876591357,1.6593407545222034
-16.737738,35.242437,1.5750518507023468,0.0136117125,11,1.740253234281923,0.39450235164190156,1.4836456733417867
-16.648067,35.113616,1.05969837598389,0.0026144858,12,2.108215627580365,0.5502666081697516,1.7337151788874197
-16.592197,35.129116,1.4607741848137086,0.10854412,13,2.0313560485680937,0.652156163710254,1.9196755045517433
-16.579039,35.102457,2.0271342887613093,0.10445104,14,1.9431902296215828,0.643701298173799,1.90351332708475
-16.5564,35.033896,1.8514813838266928,0.02473626,15,2.4485501643697303,0.6754504859661452,1.9649179445805718
-16.541381,34.933292,1.3268329421405416,0.0033044233,16,1.9607237110012865,0.4618470529325571,1.5870025572752688
-16.521567,35.042003,1.7735819822982637,0.022732794,17,1.9691362863753854,0.5748823927548828,1.776921535778231
-16.506757,35.151249,1.7333360916970828,0.010977042,18,1.838655462776626,0.4877313492523365,1.6286172619509507
-16.497695,34.947832,0.8955744626128834,0.008866809,19,1.635190459743209,0.3932606445377021,1.4818045632653718
-16.4966,34.943521,1.4278035850345978,0.009320767,20,1.3666256024900822,0.36403726637981887,1.439127844243592
-16.489865,34.827208,1.4500169197372943,0.050239913,21,2.264961350121013,0.5840322368323617,1.7932546997700238
-16.483227,35.240196,0.8193028485672524,0.0,22,1.8597639359803373,0.5220792222956898,1.6855285974531558
-16.472382,35.132391,1.1721087131928574,0.0020246871,23,1.6409879167093087,0.4942269992759075,1.6392306227276705
-16.465764,34.828724,1.3477232952775426,0.0813655,24,2.000206390319277,0.48443146700976797,1.6232518742109032
-16.421608,35.189122,1.850445080338009,0.034610964,25,1.8459790970990482,0.384189970775038,1.4684243729029656
-16.4184,35.126675,1.4832318976285974,0.010117254,26,1.4398846836174277,0.3523363310829465,1.4223868361833762
-16.392512,34.890469,1.4793041652635186,0.048794698,27,2.743259890260246,0.6830671081651631,1.9799411225236747
-16.386542,35.141033,3.4702783369710284,0.028256554,28,1.507005344492308,0.3879753257794139,1.4739934142007973
-16.368803,34.656367,1.2988949356353323,0.0,29,1.9210879580638924,0.44740483300348655,1.5642474301069715
-16.349154,35.128115,1.720156846485954,0.0076835905,30,2.018519879266201,0.4806582178410025,1.6171384813563312
-16.33911,35.274649,0.7244034856732899,0.001795089,31,1.7168465800875645,0.46284468474358914,1.588586591520694
-16.321642,34.76847,1.3025311325385498,0.0,32,1.6397289634243626,0.4861491262192615,1.6260424636967323
-16.308801,35.149457,1.165194301331307,0.010493461,33,2.145557031186131,0.5917091693639087,1.8070743735916623
-16.307387,35.278111,1.4786906056065112,0.0,34,1.6006025376577466,0.25997617118031113,1.2968991827207914
-16.269667,35.048295,1.8910470786188789,0.012991846,35,1.8857249914477179,0.49211959317694387,1.6357797356031747
-16.26714,34.845016,3.8750107717262816,0.34160715,36,2.4317143818321916,0.6752164779424881,1.9644581918107284
-16.237141,35.113096,1.3924520624647936,0.030735482,37,1.776515909927612,0.5447155515927278,1.7241178900320904
-16.226333,34.824941,1.7555026796675086,0.13705646,38,2.259922800626029,0.6994570374804981,2.0126596120085622
-16.215058,34.976689,2.0562090895560123,0.005853432,39,2.2658030085826986,0.6059643095488506,1.8330189545851228
-16.207909,35.15497,1.5983100265900598,0.04441635,40,1.738800623398042,0.4945123843467676,1.6396985014347172
-16.196075,35.208329,1.316099831638634,0.0035472377,41,1.7869485945557606,0.4952978514905869,1.640986936678897
-16.181382,35.219897,1.3249487220197609,0.0031683703,42,2.0879310255808496,0.5304828488000146,1.6997528341240093
-16.177162,34.678861,1.0171143471165809,0.0,43,1.4849725126198152,0.3825322143615766,1.4659920995964613
-16.17673,34.930358,1.5557413450404045,0.022205168,44,1.9741561285309919,0.6056504258696056,1.832443690139315
-16.153,35.198578,1.5267930538777432,0.0030669242,45,2.2154101006663742,0.6228965587898271,1.8643203419926615
-16.146878,34.855856,1.8174623858779315,0.041919526,46,1.84124232540164,0.7012846025859063,2.016341241668764
-16.139062,35.151528,1.4550773547307692,0.057079013,47,2.0200162137391158,0.6255711680405864,1.8693133446147672
-16.119842,35.561699,1.55305883963945,0.039309982,48,1.8283618844757814,0.6737705377938448,1.9616197554399488
-16.119289,35.381973,1.5464864712620006,0.0077989413,49,1.1391766458331918,0.3144928205602183,1.3695645198140947
-16.113604,35.346823,1.3620937041275727,0.0056935283,50,1.5394083878154974,0.44683533589063174,1.5633568493273964
-16.108243,35.110525,1.735805911019794,0.17881487,51,1.7951997971137494,0.8492920149327849,2.33799100311955
-16.099412,35.303969,1.6197744402567842,0.0070936414,52,1.0711777976936623,0.44695664497057286,1.563546510211969
-16.097034,35.073377,2.1863956197593377,0.052171197,53,1.9801733955434724,0.6621034296319902,1.9388663170958367
-16.096666,34.975852,0.9811750237775652,0.002217241,54,1.7771814343046661,0.5259650890421605,1.692091079187231
-16.094797,35.681098,1.2094833598551844,0.23172909,55,1.6901373231844126,0.6859579249923226,1.985673050622827
-16.091054,35.56195,1.5791304802908357,0.047477324,56,2.003612533818492,0.6408028794717342,1.8980041362855353
-16.084998,35.581694,1.2798089386699718,0.069387704,57,2.1280770385779766,0.8703573149304866,2.3877638848013114
-16.081528,34.529636,1.7516102585503568,0.0026070308,58,1.486709620777134,0.4351937425831773,1.545262413083178
-16.054833,35.360422,1.4202322395037532,0.030721882,59,1.4656104067308062,0.3991647935820223,1.4905792362603716
-16.051462,35.244837,1.986798738735722,0.047491074,60,2.2222680395427314,0.5729966625192842,1.773573898474379
-16.047835,35.472547,1.6022975277927023,0.18865667,61,1.8555032840537062,0.5188680840374696,1.6801248128816235
-16.04697,34.910217,1.8593944560433744,0.0009213015,62,1.6532521074763826,0.4605798415161046,1.584992763202695
-16.044566,35.695152,2.600800426627052,0.31911716,63,2.214400836418749,0.7991637031389401,2.2236804936461514
-16.043878,35.6054,1.4498374222175754,0.024502845,64,2.4137863110205426,0.9009765174228948,2.4620061295521087
-16.041099,35.145198,2.542816783895903,0.19801092,65,2.7365950205100837,0.9251702029288881,2.522297526252451
-16.030033,34.802835,2.548339054508036,0.1963207,66,2.2571968346495854,0.6647119122503452,1.9439304181216253
