cluster_lat,cluster_lon,cons_pc,nightlights
-17.09515,35.217213,1.4232389568598511,0.025205849
-17.092351,35.114643,1.266203746249409,0.0
-17.016698,35.079629,1.5668695499958205,0.0
-16.977243,35.205706,1.6692451673227902,0.008265777
-16.956385,35.168967,1.0898906123650858,0.0022951383
-16.954723,35.215598,1.3876525244449165,0.10357858
-16.939071,35.24181,1.155585635161294,0.15222566
-16.914725,35.265168,3.881743672123452,0.1594745
-16.826165,35.269503,1.1286411608692903,0.0012319379
-16.750418,35.257341,1.63297809519215,0.013611712
-16.738025,34.927118,1.1762833720368984,0.0
-16.737738,35.242437,1.5750518507023468,0.0136117125
-16.648067,35.113616,1.05969837598389,0.0026144858
-16.592197,35.129116,1.4607741848137086,0.10854412
-16.579039,35.102457,2.0271342887613093,0.10445104
-16.5564,35.033896,1.8514813838266932,0.02473626
-16.541381,34.933292,1.3268329421405416,0.0033044233
-16.521567,35.042003,1.7735819822982637,0.022732794
-16.506757,35.151249,1.7333360916970828,0.010977042
-16.497695,34.947832,0.8955744626128834,0.008866809
-16.4966,34.943521,1.4278035850345978,0.009320767
-16.489865,34.827208,1.4500169197372943,0.050239913
-16.483227,35.240196,0.8193028485672524,0.0
-16.472382,35.132391,1.1721087131928574,0.0020246871
-16.465764,34.828724,1.3477232952775426,0.0813655
-16.421608,35.189122,1.850445080338009,0.034610964
-16.4184,35.126675,1.4832318976285974,0.010117254
-16.392512,34.890469,1.4793041652635186,0.048794698
-16.386542,35.141033,3.4702783369710284,0.028256554
-16.368803,34.656367,1.2988949356353323,0.0
-16.349154,35.128115,1.720156846485954,0.0076835905
-16.33911,35.274649,0.7244034856732899,0.001795089
-16.321642,34.76847,1.3025311325385498,0.0
-16.308801,35.149457,1.165194301331307,0.010493461
-16.307387,35.278111,1.4786906056065112,0.0
-16.269667,35.048295,1.8910470786188789,0.012991846
-16.26714,34.845016,3.8750107717262816,0.34160715
-16.237141,35.113096,1.3924520624647936,0.030735482
-16.226333,34.824941,1.7555026796675086,0.13705646
-16.215058,34.976689,2.0562090895560123,0.005853432
-16.207909,35.15497,1.5983100265900598,0.04441635
-16.196075,35.208329,1.316099831638634,0.0035472377
-16.181382,35.219897,1.3249487220197609,0.0031683703
-16.177162,34.678861,1.0171143471165809,0.0
-16.17673,34.930358,1.5557413450404045,0.022205168
-16.153,35.198578,1.5267930538777432,0.0030669242
-16.146878,34.855856,1.8174623858779315,0.041919526
-16.139062,35.151528,1.4550773547307692,0.057079013
-16.119842,35.561699,1.55305883963945,0.039309982
-16.119289,35.381973,1.5464864712620006,0.0077989413
-16.113604,35.346823,1.3620937041275727,0.0056935283
-16.108243,35.110525,1.735805911019794,0.17881487
-16.099412,35.303969,1.6197744402567842,0.0070936414
-16.097034,35.073377,2.1863956197593377,0.052171197
-16.096666,34.975852,0.9811750237775652,0.002217241
-16.094797,35.681098,1.2094833598551844,0.23172909
-16.091054,35.56195,1.5791304802908357,0.047477324
-16.084998,35.581694,1.2798089386699718,0.069387704
-16.081528,34.529636,1.7516102585503568,0.0026070308
-16.054833,35.360422,1.4202322395037532,0.030721882
-16.051462,35.244837,1.986798738735722,0.047491074
-16.047835,35.472547,1.6022975277927023,0.18865667
-16.04697,34.910217,1.8593944560433744,0.0009213015
-16.044566,35.695152,2.600800426627052,0.31911716
-16.043878,35.6054,1.4498374222175754,0.024502845
-16.041099,35.145198,2.542816783895903,0.19801092
-16.030033,34.802835,2.548339054508036,0.1963207
-16.029948,35.410465,1.1123842418856418,0.06284601
-16.028134,35.635929,1.8461624914821837,0.02955311
-16.028061,34.805825,1.457578482252403,0.19547588
-16.022744,35.811397,1.8560473306081144,0.0055485736
-16.022487,35.513886,5.0463308272217215,0.21311691
-16.020639,35.448207,2.9708585720214717,0.12972164
-16.009724,35.145672,1.688659467534619,0.05064415
-16.007173,35.1575,2.5721894958029576,0.058614
-16.006285,34.799761,2.1457652925243504,0.15686767
-15.994161,35.075365,2.455650554865379,0.0692825
-15.978893,34.978723,1.5953317919170549,0.0074470034
-15.97529,35.029295,2.087228184358043,0.0806899
-15.965693,35.392825,1.3760817212692058,0.054030474
-15.964919,34.950694,1.7495215283990884,0.009470536
-15.959665,35.03493,2.5453767980604707,0.12550202
-15.944962,35.298889,1.853236367546353,0.011923167
-15.940622,35.095487,2.024747520194119,0.34711128
-15.938183,35.467495,1.799752086449711,0.019457683
-15.93632,35.227798,1.8646777834095245,0.07992973
-15.929301,35.290814,1.4035155518037945,0.011788599
-15.916279,35.384048,1.1296358989161306,0.0375811
-15.915619,34.404055,1.5518938890587328,0.0
-15.909287,34.939594,1.7009591643126278,0.090049535
-15.908184,35.294892,1.5622690067030909,0.017349062
-15.902223,34.829097,2.09843253362146,0.0
-15.889826,35.766564,1.361454961174631,0.009586572
-15.877739,35.351154,1.2483684370654196,0.038040947
-15.875918,35.555916,1.056287195635953,0.00409388
-15.864042,35.171426,2.1046558757103613,0.10676285
-15.856066,35.112088,2.1863779881220284,1.7844073
-15.853133,35.080689,3.7145234926677047,3.506342
-15.852817,35.043412,2.9594298171855145,4.5867014
-15.851081,35.249045,2.4092345999024745,0.028137917
-15.849466,35.286663,1.3812832498917784,0.020256236
-15.848941,34.988053,2.315583050901448,2.4736736
-15.84872,35.073285,3.600560981025596,4.374809
-15.848325,35.567227,1.7244625992005402,0.0052923886
-15.847348,34.995895,2.651155366713417,2.9215708
-15.84688,35.05698,4.492415804733036,5.246833
-15.836097,35.616962,1.2092801131258848,0.057693284
-15.836067,35.737044,1.5355203842018943,0.007452815
-15.835268,35.167445,1.501372168699204,0.14453277
-15.834733,34.977652,2.719344262684948,2.8790581
-15.83043,35.09356,4.042572223371625,3.9149342
-15.830196,34.411347,2.0750287686322224,0.0
-15.826831,34.982374,3.521245185013037,4.417532
-15.826781,35.09758,3.768323112927525,3.7252958
-15.821831,35.007932,4.15276876774551,7.06683
-15.816606,35.19103,2.315147250240344,0.11316071
-15.810874,35.027737,13.762292882157588,9.763892
-15.805679,35.546449,1.5247851385262878,0.006689497
-15.804976,34.994405,80.03606917769491,7.797348
-15.804177,35.793425,1.5025100404787717,0.042687543
-15.803291,35.154915,1.5200590469108286,0.27706575
-15.80194,35.297593,1.2612591411756504,0.0102573875
-15.798508,35.05054,11.209273161367578,9.283787
-15.795731,35.125619,1.5996556521092429,1.524835
-15.793053,35.483234,1.5718034658391746,0.0068833292
-15.791752,35.157739,1.828485936598207,0.20111875
-15.790143,35.411892,1.5826114169352727,0.0
-15.779582,35.559395,1.0397159196960024,0.0059981155
-15.779108,34.901791,2.2848499180873176,0.0
-15.776645,35.020422,4.847700797412386,9.601425
-15.775837,34.910253,1.6909705131100874,0.0060699233
-15.774542,35.052139,4.075898034240561,8.488742
-15.773656,35.045773,3.637082480526615,9.228072
